Date,Type,Expense Category,Amount ($),Notes
45563,Income,Shipping Fees,"$1,918.56",Course fee
45924,Income,Shipping Fees,"$1,247.60",Streaming service
45588,Income,Shipping Fees,"$1,209.95",Course fee
45596,Income,Shipping Fees,$187.07,Monthly payment
45453,Income,Shipping Fees,"$1,041.98",Vacation booking
45500,Income,Shipping Fees,"$1,518.62",Medical visit
46027,Income,Shipping Fees,"$1,836.83",Medical visit
45700,Income,Shipping Fees,"$1,902.86",Streaming service
45867,Income,Shipping Fees,$801.19,Vacation booking
45417,Income,Shipping Fees,"$1,126.74",Office commute
45391,Income,Shipping Fees,$729.08,Course fee
45922,Income,Shipping Fees,$624.43,Office commute
46125,Income,Shipping Fees,"$2,334.71",Medical visit
45486,Income,Shipping Fees,"$1,248.17",Streaming service
45770,Income,Shipping Fees,"$2,198.29",Vacation booking
45315,Income,Shipping Fees,"$2,363.36",Streaming service
45760,Income,Shipping Fees,$541.79,Medical visit
45341,Income,Shipping Fees,$706.98,Groceries
46155,Income,Shipping Fees,$717.94,Monthly payment
46159,Income,Shipping Fees,"$1,080.16",Utility bill
46036,Income,Shipping Fees,"$1,910.82",Medical visit
45338,Income,Shipping Fees,$132.64,Streaming service
45491,Income,Shipping Fees,"$1,385.29",Online purchase
45687,Income,Shipping Fees,"$1,128.63",Streaming service
45578,Income,Shipping Fees,"$1,702.59",Online purchase
45423,Income,Shipping Fees,$987.79,Medical visit
45863,Income,Shipping Fees,"$1,888.64",Family outing
45908,Income,Shipping Fees,"$1,006.46",Monthly payment
45338,Income,Shipping Fees,$346.91,Medical visit
46115,Income,Shipping Fees,"$1,300.74",Office commute
45912,Income,Shipping Fees,$353.75,Groceries
45618,Income,Shipping Fees,$985.42,Groceries
46049,Income,Shipping Fees,"$1,486.34",Streaming service
46140,Income,Shipping Fees,"$1,333.19",Groceries
45598,Income,Shipping Fees,"$2,040.29",Medical visit
45631,Income,Shipping Fees,"$2,449.85",Groceries
45607,Income,Shipping Fees,"$1,494.29",Utility bill
45963,Income,Shipping Fees,"$1,446.20",Monthly payment
45889,Income,Shipping Fees,$430.43,Groceries
46085,Income,Shipping Fees,$373.70,Family outing
45324,Income,Shipping Fees,"$2,370.77",Online purchase
45487,Income,Shipping Fees,"$1,105.39",Course fee
45447,Income,Shipping Fees,"$1,727.80",Course fee
45805,Income,Shipping Fees,"$2,301.70",Monthly payment
46014,Income,Shipping Fees,"$1,299.11",Streaming service
45624,Income,Shipping Fees,"$1,316.07",Medical visit
45469,Income,Shipping Fees,"$2,280.75",Medical visit
45851,Income,Shipping Fees,"$1,691.29",Utility bill
45916,Income,Shipping Fees,$484.70,Family outing
45577,Income,Shipping Fees,$749.76,Utility bill
46081,Income,Shipping Fees,"$1,763.73",Vacation booking
45616,Income,Shipping Fees,$875.26,Utility bill
45586,Income,Shipping Fees,"$1,435.82",Streaming service
45680,Income,Shipping Fees,"$2,046.85",Office commute
45589,Income,Shipping Fees,$722.64,Online purchase
45646,Income,Shipping Fees,"$1,641.65",Vacation booking
45511,Income,Shipping Fees,"$2,070.74",Utility bill
45867,Income,Shipping Fees,$347.50,Groceries
46050,Income,Shipping Fees,$602.01,Monthly payment
45977,Income,Shipping Fees,$568.05,Family outing
45345,Income,Shipping Fees,"$1,036.19",Vacation booking
45394,Income,Shipping Fees,$17.93,Streaming service
45453,Income,Shipping Fees,"$1,633.97",Vacation booking
45780,Income,Shipping Fees,"$1,891.00",Utility bill
45620,Income,Shipping Fees,"$1,616.52",Online purchase
45959,Income,Shipping Fees,$584.39,Monthly payment
45471,Income,Shipping Fees,"$2,206.20",Office commute
45329,Income,Shipping Fees,"$1,970.96",Office commute
46058,Income,Shipping Fees,"$2,192.47",Monthly payment
45597,Income,Shipping Fees,"$1,508.94",Medical visit
45583,Income,Shipping Fees,"$2,472.80",Streaming service
45828,Income,Shipping Fees,"$2,223.70",Office commute
46163,Income,Shipping Fees,"$1,172.71",Family outing
46120,Income,Shipping Fees,$830.06,Vacation booking
45955,Income,Shipping Fees,"$1,797.90",Monthly payment
46046,Income,Shipping Fees,"$1,977.97",Groceries
45982,Income,Shipping Fees,$442.86,Course fee
46138,Income,Shipping Fees,"$1,290.63",Online purchase
45702,Income,Shipping Fees,$466.03,Office commute
45780,Income,Shipping Fees,"$2,339.88",Monthly payment
45559,Income,Shipping Fees,$592.63,Utility bill
45629,Income,Shipping Fees,"$1,458.24",Groceries
45303,Income,Shipping Fees,"$1,635.94",Family outing
45355,Income,Shipping Fees,"$1,166.16",Office commute
45707,Income,Shipping Fees,"$2,308.15",Utility bill
45998,Income,Shipping Fees,"$1,598.58",Utility bill
45668,Income,Shipping Fees,$556.02,Office commute
45781,Income,Shipping Fees,"$1,140.17",Groceries
45674,Income,Shipping Fees,"$1,756.34",Vacation booking
46067,Income,Shipping Fees,"$2,005.98",Family outing
46072,Income,Shipping Fees,"$1,702.45",Groceries
46098,Income,Shipping Fees,"$1,316.14",Streaming service
46012,Income,Shipping Fees,$199.87,Groceries
45406,Income,Shipping Fees,"$2,072.79",Streaming service
45499,Income,Shipping Fees,"$1,343.97",Office commute
45627,Income,Shipping Fees,"$1,107.39",Family outing
46026,Income,Shipping Fees,"$1,224.63",Streaming service
45748,Income,Shipping Fees,"$1,136.31",Streaming service
45717,Income,Shipping Fees,"$1,411.96",Streaming service
45765,Income,Shipping Fees,"$1,809.58",Course fee
45552,Income,Shipping Fees,"$1,865.78",Groceries
45366,Income,Shipping Fees,"$1,062.12",Online purchase
45846,Income,Shipping Fees,"$2,336.78",Online purchase
45775,Income,Shipping Fees,$721.29,Office commute
46079,Income,Shipping Fees,"$1,915.74",Course fee
45675,Income,Shipping Fees,"$1,124.10",Course fee
45676,Income,Shipping Fees,"$1,708.41",Streaming service
45428,Income,Shipping Fees,$300.99,Streaming service
45694,Income,Shipping Fees,$322.73,Family outing
46146,Income,Shipping Fees,"$1,891.67",Utility bill
45766,Income,Shipping Fees,"$1,063.20",Course fee
46135,Income,Shipping Fees,$622.54,Medical visit
45450,Income,Shipping Fees,$475.26,Online purchase
45324,Income,Shipping Fees,"$1,539.23",Monthly payment
45538,Income,Shipping Fees,$172.89,Groceries
45326,Income,Shipping Fees,"$1,496.47",Monthly payment
45542,Income,Shipping Fees,"$1,008.65",Family outing
45844,Income,Shipping Fees,"$1,887.19",Monthly payment
45435,Income,Shipping Fees,"$2,483.74",Family outing
46127,Income,Shipping Fees,$800.66,Groceries
46083,Income,Shipping Fees,$596.08,Office commute
45968,Income,Shipping Fees,$556.50,Utility bill
45573,Income,Shipping Fees,"$1,394.01",Groceries
46044,Income,Shipping Fees,"$1,566.85",Course fee
45861,Income,Shipping Fees,$121.98,Medical visit
45950,Income,Shipping Fees,"$1,965.58",Medical visit
46005,Income,Shipping Fees,"$1,023.61",Utility bill
45677,Income,Shipping Fees,"$1,887.27",Vacation booking
45538,Income,Shipping Fees,$755.34,Office commute
46117,Income,Shipping Fees,"$2,287.28",Streaming service
45714,Income,Shipping Fees,"$1,395.43",Office commute
45689,Income,Shipping Fees,$641.21,Medical visit
45954,Income,Shipping Fees,"$2,305.95",Medical visit
45386,Income,Shipping Fees,"$1,812.84",Family outing
45344,Income,Shipping Fees,$946.03,Groceries
45909,Income,Shipping Fees,"$2,184.68",Family outing
46115,Income,Shipping Fees,"$1,812.14",Streaming service
45514,Income,Shipping Fees,$526.18,Medical visit
45602,Income,Shipping Fees,$533.46,Family outing
46051,Income,Shipping Fees,"$1,868.46",Vacation booking
45540,Income,Shipping Fees,"$1,760.90",Course fee
45537,Income,Shipping Fees,$807.43,Utility bill
45681,Income,Shipping Fees,"$1,336.46",Medical visit
45607,Income,Shipping Fees,$902.31,Vacation booking
45769,Income,Shipping Fees,"$2,008.03",Vacation booking
46071,Income,Shipping Fees,"$2,286.25",Medical visit
45612,Income,Shipping Fees,$119.06,Family outing
46051,Income,Shipping Fees,$45.47,Streaming service
45890,Income,Shipping Fees,"$1,801.43",Utility bill
45448,Income,Shipping Fees,$828.01,Course fee
45875,Income,Shipping Fees,"$1,250.76",Medical visit
45555,Income,Shipping Fees,"$2,416.44",Vacation booking
45763,Income,Shipping Fees,"$1,833.27",Medical visit
45465,Income,Shipping Fees,"$1,802.18",Vacation booking
45480,Income,Shipping Fees,"$2,475.86",Monthly payment
45828,Income,Shipping Fees,"$2,098.48",Online purchase
46129,Income,Shipping Fees,"$1,912.03",Course fee
45432,Income,Shipping Fees,$174.58,Office commute
45301,Income,Shipping Fees,"$1,266.80",Medical visit
45353,Income,Shipping Fees,"$1,596.13",Groceries
45786,Income,Shipping Fees,$44.25,Streaming service
45856,Income,Shipping Fees,$34.57,Streaming service
46031,Income,Shipping Fees,"$1,341.67",Utility bill
45309,Income,Shipping Fees,"$2,033.83",Course fee
46117,Income,Shipping Fees,$272.01,Online purchase
45828,Income,Shipping Fees,$606.22,Groceries
45831,Income,Shipping Fees,"$2,038.96",Utility bill
46106,Income,Shipping Fees,$202.15,Course fee
45762,Income,Shipping Fees,$611.80,Family outing
45599,Income,Shipping Fees,"$1,636.07",Monthly payment
45387,Income,Shipping Fees,$951.26,Streaming service
45779,Income,Shipping Fees,"$1,593.69",Office commute
45376,Income,Shipping Fees,"$2,114.10",Medical visit
45871,Income,Shipping Fees,"$2,237.50",Monthly payment
45527,Income,Shipping Fees,"$2,253.68",Groceries
45778,Income,Shipping Fees,$121.17,Online purchase
45992,Income,Shipping Fees,"$2,248.78",Groceries
45965,Income,Shipping Fees,$452.49,Medical visit
45308,Income,Shipping Fees,"$1,469.66",Course fee
45370,Income,Shipping Fees,$410.31,Family outing
45872,Income,Shipping Fees,"$1,694.20",Streaming service
45631,Income,Shipping Fees,"$1,890.25",Office commute
46101,Income,Shipping Fees,"$1,254.48",Medical visit
45346,Income,Shipping Fees,"$1,095.54",Online purchase
45640,Income,Shipping Fees,"$1,923.67",Groceries
45698,Income,Shipping Fees,$78.92,Utility bill
46094,Income,Shipping Fees,"$1,229.06",Medical visit
45858,Income,Shipping Fees,"$1,082.46",Groceries
45968,Income,Shipping Fees,$218.81,Groceries
45594,Income,Shipping Fees,"$1,784.21",Online purchase
45566,Income,Shipping Fees,$953.10,Office commute
46049,Income,Shipping Fees,$795.11,Online purchase
45385,Income,Shipping Fees,"$2,357.69",Vacation booking
45660,Income,Shipping Fees,$260.07,Online purchase
45483,Income,Shipping Fees,"$1,124.86",Streaming service
45816,Income,Shipping Fees,$262.72,Online purchase
45654,Income,Shipping Fees,$237.20,Groceries
46095,Income,Shipping Fees,"$2,159.98",Monthly payment
45590,Income,Shipping Fees,$972.56,Online purchase
46034,Income,Shipping Fees,"$2,263.49",Family outing
45877,Income,Shipping Fees,$428.11,Course fee
45465,Income,Shipping Fees,$675.95,Utility bill
45796,Income,Shipping Fees,$162.85,Course fee
45574,Income,Shipping Fees,$752.88,Online purchase
45661,Income,Shipping Fees,"$2,360.83",Vacation booking
45900,Income,Shipping Fees,$492.89,Online purchase
45430,Income,Shipping Fees,$21.88,Course fee
45632,Income,Shipping Fees,$952.83,Medical visit
45742,Income,Shipping Fees,"$1,079.39",Groceries
45431,Income,Shipping Fees,$805.06,Family outing
45782,Income,Shipping Fees,$448.20,Course fee
45618,Income,Shipping Fees,"$1,838.51",Vacation booking
45881,Income,Shipping Fees,$818.09,Utility bill
46128,Income,Shipping Fees,$915.71,Groceries
45496,Income,Shipping Fees,"$2,493.18",Office commute
45990,Income,Shipping Fees,$72.16,Vacation booking
46017,Income,Shipping Fees,"$1,098.95",Utility bill
46143,Income,Shipping Fees,"$2,048.32",Course fee
45981,Income,Shipping Fees,$352.25,Utility bill
45539,Income,Shipping Fees,"$1,648.36",Course fee
46100,Income,Shipping Fees,$189.54,Groceries
45782,Income,Shipping Fees,"$1,005.01",Streaming service
46000,Income,Shipping Fees,"$1,361.39",Medical visit
46010,Income,Shipping Fees,"$1,486.58",Online purchase
45403,Income,Shipping Fees,"$1,645.72",Medical visit
45462,Income,Shipping Fees,$115.52,Course fee
46062,Income,Shipping Fees,"$2,414.46",Course fee
45400,Income,Shipping Fees,$251.02,Family outing
45814,Income,Shipping Fees,"$1,397.19",Groceries
45518,Income,Shipping Fees,$938.43,Vacation booking
46082,Income,Shipping Fees,"$1,727.64",Office commute
45645,Income,Shipping Fees,"$1,209.51",Utility bill
45717,Income,Shipping Fees,$294.59,Office commute
45648,Income,Shipping Fees,$860.95,Family outing
45825,Income,Shipping Fees,$874.01,Online purchase
45740,Income,Shipping Fees,$800.68,Utility bill
45337,Income,Shipping Fees,$61.35,Medical visit
45955,Income,Shipping Fees,"$1,694.46",Office commute
46050,Income,Shipping Fees,"$1,292.40",Streaming service
45455,Income,Shipping Fees,"$1,401.82",Vacation booking
45529,Income,Shipping Fees,"$1,576.25",Office commute
45947,Income,Shipping Fees,$991.98,Groceries
45494,Income,Shipping Fees,"$1,482.55",Course fee
45296,Income,Shipping Fees,$518.43,Online purchase
45883,Income,Shipping Fees,"$1,999.76",Streaming service
45483,Income,Shipping Fees,$818.33,Vacation booking
45408,Income,Shipping Fees,"$1,678.40",Vacation booking
45832,Income,Shipping Fees,"$1,494.44",Groceries
45693,Income,Shipping Fees,$290.01,Medical visit
46157,Income,Shipping Fees,"$1,545.32",Utility bill
45921,Income,Shipping Fees,$216.46,Office commute
45612,Income,Shipping Fees,$600.24,Online purchase
45479,Income,Shipping Fees,"$1,735.12",Streaming service
45689,Income,Shipping Fees,"$1,493.08",Groceries
45684,Income,Shipping Fees,$468.46,Streaming service
46002,Income,Shipping Fees,"$1,389.51",Vacation booking
45587,Income,Shipping Fees,$471.81,Vacation booking
45926,Income,Shipping Fees,"$2,164.48",Monthly payment
45788,Income,Shipping Fees,$491.85,Course fee
45867,Income,Shipping Fees,"$1,634.41",Course fee
45993,Income,Shipping Fees,"$1,042.00",Vacation booking
45792,Income,Shipping Fees,$211.26,Monthly payment
46106,Income,Shipping Fees,$733.76,Utility bill
45522,Income,Shipping Fees,$725.23,Vacation booking
45871,Income,Shipping Fees,"$1,376.57",Online purchase
45878,Income,Shipping Fees,$673.38,Streaming service
46135,Income,Shipping Fees,"$1,357.40",Monthly payment
46070,Income,Shipping Fees,"$1,368.15",Course fee
45396,Income,Product Cost,$747.78,Monthly payment
45752,Income,Product Cost,$874.70,Online purchase
45741,Income,Product Cost,"$1,940.20",Family outing
45506,Income,Product Cost,"$1,724.39",Groceries
45939,Income,Product Cost,$419.12,Office commute
46095,Income,Product Cost,"$2,034.76",Monthly payment
45875,Income,Product Cost,"$1,333.04",Groceries
45843,Income,Product Cost,$812.52,Utility bill
45588,Income,Product Cost,$672.02,Streaming service
45987,Income,Product Cost,$343.29,Course fee
45352,Income,Product Cost,"$2,168.28",Office commute
46010,Income,Product Cost,$627.94,Medical visit
46140,Income,Product Cost,"$1,904.88",Course fee
45793,Income,Product Cost,"$1,445.68",Utility bill
45934,Income,Product Cost,$941.05,Online purchase
45940,Income,Product Cost,"$1,010.11",Utility bill
46003,Income,Product Cost,"$1,139.47",Vacation booking
45627,Income,Product Cost,$11.17,Online purchase
46040,Income,Product Cost,"$1,588.93",Medical visit
46162,Income,Product Cost,"$1,990.22",Course fee
45515,Income,Product Cost,"$2,062.99",Vacation booking
45566,Income,Product Cost,"$2,071.72",Medical visit
45852,Income,Product Cost,$330.83,Vacation booking
46099,Income,Product Cost,"$2,235.92",Monthly payment
45339,Income,Product Cost,"$1,567.32",Vacation booking
45308,Income,Product Cost,"$2,323.94",Office commute
45743,Income,Product Cost,$6.69,Course fee
45499,Income,Product Cost,"$2,205.96",Utility bill
45454,Income,Product Cost,$237.88,Medical visit
45548,Income,Product Cost,$932.75,Office commute
45345,Income,Product Cost,"$1,565.88",Family outing
45731,Income,Product Cost,"$1,760.73",Monthly payment
45510,Income,Product Cost,$199.46,Groceries
45523,Income,Product Cost,"$1,701.56",Monthly payment
45300,Income,Product Cost,"$2,043.69",Course fee
46002,Income,Product Cost,"$1,196.86",Family outing
45684,Income,Product Cost,"$1,828.25",Online purchase
45397,Income,Product Cost,$922.07,Utility bill
45432,Income,Product Cost,"$1,934.78",Office commute
45948,Income,Product Cost,$175.69,Groceries
45300,Income,Product Cost,"$1,626.80",Vacation booking
45651,Income,Product Cost,"$1,572.06",Office commute
45713,Income,Product Cost,"$1,717.98",Family outing
45380,Income,Product Cost,$354.33,Online purchase
45895,Income,Product Cost,$882.08,Course fee
45614,Income,Product Cost,$623.23,Online purchase
45546,Income,Product Cost,"$1,504.49",Groceries
45583,Income,Product Cost,"$2,120.49",Utility bill
45502,Income,Product Cost,"$1,519.28",Family outing
46057,Income,Product Cost,$742.38,Monthly payment
46094,Income,Product Cost,"$1,239.74",Online purchase
45538,Income,Product Cost,"$1,597.02",Online purchase
45832,Income,Product Cost,"$2,467.27",Medical visit
45427,Income,Product Cost,"$2,152.73",Groceries
45722,Income,Product Cost,"$1,368.16",Office commute
46073,Income,Product Cost,"$2,386.36",Online purchase
45309,Income,Product Cost,$173.49,Utility bill
45512,Income,Product Cost,"$2,306.84",Course fee
45810,Income,Product Cost,"$1,573.28",Streaming service
46077,Income,Product Cost,"$1,061.82",Course fee
45376,Income,Product Cost,"$1,346.45",Office commute
45576,Income,Product Cost,$778.22,Streaming service
45500,Income,Product Cost,"$1,343.29",Course fee
45892,Income,Product Cost,$778.87,Course fee
46039,Income,Product Cost,$149.48,Online purchase
45736,Income,Product Cost,"$1,136.16",Groceries
45348,Income,Product Cost,"$1,666.87",Office commute
45414,Income,Product Cost,"$1,771.21",Monthly payment
45459,Income,Product Cost,"$2,382.78",Streaming service
45821,Income,Product Cost,$421.57,Office commute
46059,Income,Product Cost,"$1,833.67",Online purchase
46081,Income,Product Cost,$840.85,Course fee
